date,cases,deaths,prev_date,cases_prev,dead_prev,cases_rel_diff,deaths_rel_diff
2020-05-13,280,5,2020-05-12,285,2,-0.017543859649122806,1.5
2020-05-12,285,2,2020-05-11,369,5,-0.22764227642276422,-0.6
2020-05-11,369,5,2020-05-10,255,6,0.4470588235294118,-0.16666666666666666
2020-05-10,255,6,2020-05-09,215,3,0.18604651162790697,1.0
2020-05-09,215,3,2020-05-08,171,2,0.2573099415204678,0.5
2020-05-08,171,2,2020-05-07,168,9,0.017857142857142856,-0.7777777777777778
2020-05-07,168,9,2020-05-06,330,5,-0.4909090909090909,0.8
2020-05-06,330,5,2020-05-05,190,5,0.7368421052631579,0.0
2020-05-05,190,5,2020-05-04,235,13,-0.19148936170212766,-0.6153846153846154
2020-05-04,235,13,2020-05-03,134,4,0.753731343283582,2.25
2020-05-03,134,4,2020-05-02,164,4,-0.18292682926829268,0.0
2020-05-02,164,4,2020-05-01,222,4,-0.26126126126126126,0.0
2020-05-01,222,4,2020-04-30,122,0,0.819672131147541,""
2020-04-30,122,0,2020-04-29,124,3,-0.016129032258064516,-1.0
2020-04-29,124,3,2020-04-28,172,0,-0.27906976744186046,""
2020-04-28,172,0,2020-04-27,68,10,1.5294117647058822,-1.0
2020-04-27,68,10,2020-04-26,112,4,-0.39285714285714285,1.5
2020-04-26,112,4,2020-04-25,70,1,0.6,3.0
2020-04-25,70,1,2020-04-24,105,2,-0.3333333333333333,-0.5
2020-04-24,105,2,2020-04-23,84,4,0.25,-0.5
2020-04-23,84,4,2020-04-22,61,1,0.3770491803278688,3.0
2020-04-22,61,1,2020-04-21,35,2,0.7428571428571429,-0.5
2020-04-21,35,2,2020-04-20,88,3,-0.6022727272727273,-0.3333333333333333
2020-04-20,88,3,2020-04-19,63,0,0.3968253968253968,""
2020-04-19,63,0,2020-04-18,51,1,0.23529411764705882,-1.0
2020-04-18,51,1,2020-04-17,10,4,4.1,-0.75
2020-04-17,10,4,2020-04-16,70,2,-0.8571428571428571,1.0
2020-04-16,70,2,2020-04-15,49,2,0.42857142857142855,0.0
2020-04-15,49,2,2020-04-14,58,3,-0.15517241379310345,-0.3333333333333333
2020-04-14,58,3,2020-04-13,52,0,0.11538461538461539,""
2020-04-13,52,0,2020-04-12,34,3,0.5294117647058824,-1.0
2020-04-12,34,3,2020-04-11,37,0,-0.08108108108108109,""
2020-04-11,37,0,2020-04-10,61,1,-0.39344262295081966,-1.0
2020-04-10,61,1,2020-04-09,56,3,0.08928571428571429,-0.6666666666666666
2020-04-09,56,3,2020-04-08,30,4,0.8666666666666667,-0.25
2020-04-08,30,4,2020-04-07,38,0,-0.21052631578947367,""
2020-04-07,38,0,2020-04-06,29,2,0.3103448275862069,-1.0
2020-04-06,29,2,2020-04-05,35,1,-0.17142857142857143,1.0
2020-04-05,35,1,2020-04-04,0,0,"",""
2020-04-04,0,0,2020-04-03,43,0,-1.0,""
2020-04-03,43,0,2020-04-02,26,0,0.6538461538461539,""
2020-04-02,26,0,2020-04-01,25,0,0.04,""
2020-04-01,25,0,2020-03-31,27,0,-0.07407407407407407,""
2020-03-31,27,0,2020-03-30,8,1,2.375,-1.0
2020-03-30,8,1,2020-03-29,15,1,-0.4666666666666667,0.0
2020-03-29,15,1,2020-03-28,16,1,-0.0625,0.0
2020-03-28,16,1,2020-03-27,0,0,"",""
2020-03-27,0,0,2020-03-26,33,0,-1.0,""
2020-03-26,33,0,2020-03-25,2,0,15.5,""
2020-03-25,2,0,2020-03-24,6,1,-0.6666666666666666,-1.0
2020-03-24,6,1,2020-03-23,10,0,-0.4,""
2020-03-23,10,0,2020-03-22,0,0,"",""
2020-03-22,0,0,2020-03-21,2,0,-1.0,""
2020-03-21,2,0,2020-03-20,0,0,"",""
2020-03-20,0,0,2020-03-19,0,0,"",""
2020-03-19,0,0,2020-03-18,1,0,-1.0,""
2020-03-18,1,0,2020-03-17,5,0,-0.8,""
2020-03-17,5,0,2020-03-16,6,0,-0.16666666666666666,""
2020-03-16,6,0,2020-03-15,3,0,1.0,""
2020-03-15,3,0,2020-03-14,"","","",""
2020-03-11,3,0,2020-03-10,"","","",""
2020-03-08,3,0,2020-03-07,"","","",""
2020-03-02,0,0,2020-03-01,0,0,"",""
2020-03-01,0,0,2020-02-29,0,0,"",""
2020-02-29,0,0,2020-02-28,0,0,"",""
2020-02-28,0,0,2020-02-27,0,0,"",""
2020-02-27,0,0,2020-02-26,0,0,"",""
2020-02-26,0,0,2020-02-25,1,0,-1.0,""
2020-02-25,1,0,2020-02-24,0,0,"",""
2020-02-24,0,0,2020-02-23,0,0,"",""
2020-02-23,0,0,2020-02-22,0,0,"",""
2020-02-22,0,0,2020-02-21,0,0,"",""
2020-02-21,0,0,2020-02-20,0,0,"",""
2020-02-20,0,0,2020-02-19,0,0,"",""
2020-02-19,0,0,2020-02-18,0,0,"",""
2020-02-18,0,0,2020-02-17,0,0,"",""
2020-02-17,0,0,2020-02-16,0,0,"",""
2020-02-16,0,0,2020-02-15,0,0,"",""
2020-02-15,0,0,2020-02-14,0,0,"",""
2020-02-14,0,0,2020-02-13,0,0,"",""
2020-02-13,0,0,2020-02-12,0,0,"",""
2020-02-12,0,0,2020-02-11,0,0,"",""
2020-02-11,0,0,2020-02-10,0,0,"",""
2020-02-10,0,0,2020-02-09,0,0,"",""
2020-02-09,0,0,2020-02-08,0,0,"",""
2020-02-08,0,0,2020-02-07,0,0,"",""
2020-02-07,0,0,2020-02-06,0,0,"",""
2020-02-06,0,0,2020-02-05,0,0,"",""
2020-02-05,0,0,2020-02-04,0,0,"",""
2020-02-04,0,0,2020-02-03,0,0,"",""
2020-02-03,0,0,2020-02-02,0,0,"",""
2020-02-02,0,0,2020-02-01,0,0,"",""
2020-02-01,0,0,2020-01-31,0,0,"",""
2020-01-31,0,0,2020-01-30,0,0,"",""
2020-01-30,0,0,2020-01-29,0,0,"",""
2020-01-29,0,0,2020-01-28,0,0,"",""
2020-01-28,0,0,2020-01-27,0,0,"",""
2020-01-27,0,0,2020-01-26,0,0,"",""
2020-01-26,0,0,2020-01-25,0,0,"",""
2020-01-25,0,0,2020-01-24,0,0,"",""
2020-01-24,0,0,2020-01-23,0,0,"",""
2020-01-23,0,0,2020-01-22,0,0,"",""
2020-01-22,0,0,2020-01-21,0,0,"",""
2020-01-21,0,0,2020-01-20,0,0,"",""
2020-01-20,0,0,2020-01-19,0,0,"",""
2020-01-19,0,0,2020-01-18,0,0,"",""
2020-01-18,0,0,2020-01-17,0,0,"",""
2020-01-17,0,0,2020-01-16,0,0,"",""
2020-01-16,0,0,2020-01-15,0,0,"",""
2020-01-15,0,0,2020-01-14,0,0,"",""
2020-01-14,0,0,2020-01-13,0,0,"",""
2020-01-13,0,0,2020-01-12,0,0,"",""
2020-01-12,0,0,2020-01-11,0,0,"",""
2020-01-11,0,0,2020-01-10,0,0,"",""
2020-01-10,0,0,2020-01-09,0,0,"",""
2020-01-09,0,0,2020-01-08,0,0,"",""
2020-01-08,0,0,2020-01-07,0,0,"",""
2020-01-07,0,0,2020-01-06,0,0,"",""
2020-01-06,0,0,2020-01-05,0,0,"",""
2020-01-05,0,0,2020-01-04,0,0,"",""
2020-01-04,0,0,2020-01-03,0,0,"",""
2020-01-03,0,0,2020-01-02,0,0,"",""
2020-01-02,0,0,2020-01-01,0,0,"",""
2020-01-01,0,0,2019-12-31,0,0,"",""
2019-12-31,0,0,2019-12-30,"","","",""
2020-05-13,4,0,2020-05-12,4,0,0.0,""
2020-05-12,4,0,2020-05-11,12,0,-0.6666666666666666,""
2020-05-11,12,0,2020-05-10,6,0,1.0,""
2020-05-10,6,0,2020-05-09,8,0,-0.25,""
2020-05-09,8,0,2020-05-08,10,0,-0.2,""
2020-05-08,10,0,2020-05-07,12,0,-0.16666666666666666,""
2020-05-07,12,0,2020-05-06,17,0,-0.29411764705882354,""
2020-05-06,17,0,2020-05-05,8,0,1.125,""
2020-05-05,8,0,2020-05-04,6,0,0.3333333333333333,""
2020-05-04,6,0,2020-05-03,7,0,-0.14285714285714285,""
2020-05-03,7,0,2020-05-02,9,0,-0.2222222222222222,""
2020-05-02,9,0,2020-05-01,7,0,0.2857142857142857,""
2020-05-01,7,0,2020-04-30,16,1,-0.5625,-1.0
2020-04-30,16,1,2020-04-29,14,2,0.14285714285714285,-0.5
2020-04-29,14,2,2020-04-28,10,0,0.4,""
2020-04-28,10,0,2020-04-27,14,1,-0.2857142857142857,-1.0
2020-04-27,14,1,2020-04-26,34,0,-0.5882352941176471,""
2020-04-26,34,0,2020-04-25,15,0,1.2666666666666666,""
2020-04-25,15,0,2020-04-24,29,0,-0.4827586206896552,""
2020-04-24,29,0,2020-04-23,25,1,0.16,-1.0
2020-04-23,25,1,2020-04-22,25,0,0.0,""
2020-04-22,25,0,2020-04-21,22,0,0.13636363636363635,""
2020-04-21,22,0,2020-04-20,14,0,0.5714285714285714,""
2020-04-20,14,0,2020-04-19,9,0,0.5555555555555556,""
2020-04-19,9,0,2020-04-18,21,0,-0.5714285714285714,""
2020-04-18,21,0,2020-04-17,24,1,-0.125,-1.0
2020-04-17,24,1,2020-04-16,19,1,0.2631578947368421,0.0
2020-04-16,19,1,2020-04-15,8,1,1.375,0.0
2020-04-15,8,1,2020-04-14,21,0,-0.6190476190476191,""
2020-04-14,21,0,2020-04-13,13,0,0.6153846153846154,""
2020-04-13,13,0,2020-04-12,17,0,-0.23529411764705882,""
2020-04-12,17,0,2020-04-11,7,0,1.4285714285714286,""
2020-04-11,7,0,2020-04-10,9,1,-0.2222222222222222,-1.0
2020-04-10,9,1,2020-04-09,17,0,-0.47058823529411764,""
2020-04-09,17,0,2020-04-08,6,0,1.8333333333333333,""
2020-04-08,6,0,2020-04-07,16,1,-0.625,-1.0
2020-04-07,16,1,2020-04-06,28,2,-0.42857142857142855,-0.5
2020-04-06,28,2,2020-04-05,29,2,-0.034482758620689655,0.0
2020-04-05,29,2,2020-04-04,27,1,0.07407407407407407,1.0
2020-04-04,27,1,2020-04-03,18,1,0.5,0.0
2020-04-03,18,1,2020-04-02,16,0,0.125,""
2020-04-02,16,0,2020-04-01,20,3,-0.2,-1.0
2020-04-01,20,3,2020-03-31,11,2,0.8181818181818182,0.5
2020-03-31,11,2,2020-03-30,15,0,-0.26666666666666666,""
2020-03-30,15,0,2020-03-29,11,1,0.36363636363636365,-1.0
2020-03-29,11,1,2020-03-28,12,3,-0.08333333333333333,-0.6666666666666666
2020-03-28,12,3,2020-03-27,28,1,-0.5714285714285714,2.0
2020-03-27,28,1,2020-03-26,23,0,0.21739130434782608,""
2020-03-26,23,0,2020-03-25,23,1,0.0,-1.0
2020-03-25,23,1,2020-03-24,11,2,1.0909090909090908,-0.5
2020-03-24,11,2,2020-03-23,13,0,-0.15384615384615385,""
2020-03-23,13,0,2020-03-22,6,0,1.1666666666666667,""
2020-03-22,6,0,2020-03-21,0,0,"",""
2020-03-21,0,0,2020-03-20,11,0,-1.0,""
2020-03-20,11,0,2020-03-19,4,1,1.75,-1.0
2020-03-19,4,1,2020-03-18,4,0,0.0,""
2020-03-18,4,0,2020-03-17,9,0,-0.5555555555555556,""
2020-03-17,9,0,2020-03-16,4,0,1.25,""
2020-03-16,4,0,2020-03-15,5,0,-0.2,""
2020-03-15,5,0,2020-03-14,10,0,-0.5,""
2020-03-14,10,0,2020-03-13,12,0,-0.16666666666666666,""
2020-03-13,12,0,2020-03-12,1,1,11.0,-1.0
2020-03-12,1,1,2020-03-11,4,0,-0.75,""
2020-03-11,4,0,2020-03-10,4,0,0.0,""
2020-03-10,4,0,2020-03-09,2,0,1.0,""
2020-03-09,2,0,2020-03-08,"","","",""
2020-05-13,176,8,2020-05-12,168,5,0.047619047619047616,0.6
2020-05-12,168,5,2020-05-11,165,8,0.01818181818181818,-0.375
2020-05-11,165,8,2020-05-10,189,6,-0.12698412698412698,0.3333333333333333
2020-05-10,189,6,2020-05-09,187,5,0.0106951871657754,0.2
2020-05-09,187,5,2020-05-08,185,7,0.010810810810810811,-0.2857142857142857
2020-05-08,185,7,2020-05-07,159,6,0.16352201257861634,0.16666666666666666
2020-05-07,159,6,2020-05-06,190,5,-0.1631578947368421,0.2
2020-05-06,190,5,2020-05-05,174,2,0.09195402298850575,1.5
2020-05-05,174,2,2020-05-04,179,4,-0.027932960893854747,-0.5
2020-05-04,179,4,2020-05-03,141,6,0.2695035460992908,-0.3333333333333333
2020-05-03,141,6,2020-05-02,148,3,-0.0472972972972973,1.0
2020-05-02,148,3,2020-05-01,158,6,-0.06329113924050633,-0.5
2020-05-01,158,6,2020-04-30,199,7,-0.20603015075376885,-0.14285714285714285
2020-04-30,199,7,2020-04-29,132,5,0.5075757575757576,0.4
2020-04-29,132,5,2020-04-28,135,7,-0.022222222222222223,-0.2857142857142857
2020-04-28,135,7,2020-04-27,126,6,0.07142857142857142,0.16666666666666666
2020-04-27,126,6,2020-04-26,129,4,-0.023255813953488372,0.5
2020-04-26,129,4,2020-04-25,120,8,0.075,-0.5
2020-04-25,120,8,2020-04-24,97,5,0.23711340206185566,0.6
2020-04-24,97,5,2020-04-23,99,10,-0.020202020202020204,-0.5
2020-04-23,99,10,2020-04-22,93,8,0.06451612903225806,0.25
2020-04-22,93,8,2020-04-21,89,9,0.0449438202247191,-0.1111111111111111
2020-04-21,89,9,2020-04-20,94,8,-0.05319148936170213,0.125
2020-04-20,94,8,2020-04-19,117,3,-0.19658119658119658,1.6666666666666667
2020-04-19,117,3,2020-04-18,150,16,-0.22,-0.8125
2020-04-18,150,16,2020-04-17,108,12,0.3888888888888889,0.3333333333333333
2020-04-17,108,12,2020-04-16,90,11,0.2,0.09090909090909091
2020-04-16,90,11,2020-04-15,87,12,0.034482758620689655,-0.08333333333333333
2020-04-15,87,12,2020-04-14,69,20,0.2608695652173913,-0.4
2020-04-14,69,20,2020-04-13,89,18,-0.2247191011235955,0.1111111111111111
2020-04-13,89,18,2020-04-12,64,19,0.390625,-0.05263157894736842
2020-04-12,64,19,2020-04-11,95,21,-0.3263157894736842,-0.09523809523809523
2020-04-11,95,21,2020-04-10,94,30,0.010638297872340425,-0.3
2020-04-10,94,30,2020-04-09,104,12,-0.09615384615384616,1.5
2020-04-09,104,12,2020-04-08,45,20,1.3111111111111111,-0.4
2020-04-08,45,20,2020-04-07,103,21,-0.5631067961165048,-0.047619047619047616
2020-04-07,103,21,2020-04-06,69,22,0.4927536231884058,-0.045454545454545456
2020-04-06,69,22,2020-04-05,80,25,-0.1375,-0.12
2020-04-05,80,25,2020-04-04,185,42,-0.5675675675675675,-0.40476190476190477
2020-04-04,185,42,2020-04-03,139,5,0.33093525179856115,7.4
2020-04-03,139,5,2020-04-02,131,14,0.061068702290076333,-0.6428571428571429
2020-04-02,131,14,2020-04-01,132,9,-0.007575757575757576,0.5555555555555556
2020-04-01,132,9,2020-03-31,73,4,0.8082191780821918,1.25
2020-03-31,73,4,2020-03-30,57,2,0.2807017543859649,1.0
2020-03-30,57,2,2020-03-29,45,3,0.26666666666666666,-0.3333333333333333
2020-03-29,45,3,2020-03-28,42,1,0.07142857142857142,2.0
2020-03-28,42,1,2020-03-27,65,4,-0.35384615384615387,-0.75
2020-03-27,65,4,2020-03-26,38,2,0.7105263157894737,1.0
2020-03-26,38,2,2020-03-25,34,2,0.11764705882352941,0.0
2020-03-25,34,2,2020-03-24,29,0,0.1724137931034483,""
2020-03-24,29,0,2020-03-23,62,2,-0.532258064516129,-1.0
2020-03-23,62,2,2020-03-22,37,5,0.6756756756756757,-0.6
2020-03-22,37,5,2020-03-21,12,3,2.0833333333333335,0.6666666666666666
2020-03-21,12,3,2020-03-20,18,1,-0.3333333333333333,2.0
2020-03-20,18,1,2020-03-19,12,1,0.5,0.0
2020-03-19,12,1,2020-03-18,2,1,5.0,0.0
2020-03-18,2,1,2020-03-17,10,0,-0.8,""
2020-03-17,10,0,2020-03-16,11,2,-0.09090909090909091,-1.0
2020-03-16,11,2,2020-03-15,11,0,0.0,""
2020-03-15,11,0,2020-03-14,1,1,10.0,-1.0
2020-03-14,1,1,2020-03-13,5,1,-0.8,0.0
2020-03-13,5,1,2020-03-12,0,0,"",""
2020-03-12,0,0,2020-03-11,"","","",""
2020-03-09,3,0,2020-03-08,"","","",""
2020-03-06,5,0,2020-03-05,7,0,-0.2857142857142857,""
2020-03-05,7,0,2020-03-04,2,0,2.5,""
2020-03-04,2,0,2020-03-03,"","","",""
2020-03-02,0,0,2020-03-01,2,0,-1.0,""
2020-03-01,2,0,2020-02-29,0,0,"",""
2020-02-29,0,0,2020-02-28,0,0,"",""
2020-02-28,0,0,2020-02-27,0,0,"",""
2020-02-27,0,0,2020-02-26,1,0,-1.0,""
2020-02-26,1,0,2020-02-25,0,0,"",""
2020-02-25,0,0,2020-02-24,0,0,"",""
2020-02-24,0,0,2020-02-23,0,0,"",""
2020-02-23,0,0,2020-02-22,0,0,"",""
2020-02-22,0,0,2020-02-21,0,0,"",""
2020-02-21,0,0,2020-02-20,0,0,"",""
2020-02-20,0,0,2020-02-19,0,0,"",""
2020-02-19,0,0,2020-02-18,0,0,"",""
2020-02-18,0,0,2020-02-17,0,0,"",""
2020-02-17,0,0,2020-02-16,0,0,"",""
2020-02-16,0,0,2020-02-15,0,0,"",""
2020-02-15,0,0,2020-02-14,0,0,"",""
2020-02-14,0,0,2020-02-13,0,0,"",""
2020-02-13,0,0,2020-02-12,0,0,"",""
2020-02-12,0,0,2020-02-11,0,0,"",""
2020-02-11,0,0,2020-02-10,0,0,"",""
2020-02-10,0,0,2020-02-09,0,0,"",""
2020-02-09,0,0,2020-02-08,0,0,"",""
2020-02-08,0,0,2020-02-07,0,0,"",""
2020-02-07,0,0,2020-02-06,0,0,"",""
2020-02-06,0,0,2020-02-05,0,0,"",""
2020-02-05,0,0,2020-02-04,0,0,"",""
2020-02-04,0,0,2020-02-03,0,0,"",""
2020-02-03,0,0,2020-02-02,0,0,"",""
2020-02-02,0,0,2020-02-01,0,0,"",""
2020-02-01,0,0,2020-01-31,0,0,"",""
2020-01-31,0,0,2020-01-30,0,0,"",""
2020-01-30,0,0,2020-01-29,0,0,"",""
2020-01-29,0,0,2020-01-28,0,0,"",""
2020-01-28,0,0,2020-01-27,0,0,"",""
2020-01-27,0,0,2020-01-26,0,0,"",""
2020-01-26,0,0,2020-01-25,0,0,"",""
2020-01-25,0,0,2020-01-24,0,0,"",""
2020-01-24,0,0,2020-01-23,0,0,"",""
2020-01-23,0,0,2020-01-22,0,0,"",""
2020-01-22,0,0,2020-01-21,0,0,"",""
2020-01-21,0,0,2020-01-20,0,0,"",""
2020-01-20,0,0,2020-01-19,0,0,"",""
2020-01-19,0,0,2020-01-18,0,0,"",""
2020-01-18,0,0,2020-01-17,0,0,"",""
2020-01-17,0,0,2020-01-16,0,0,"",""
2020-01-16,0,0,2020-01-15,0,0,"",""
2020-01-15,0,0,2020-01-14,0,0,"",""
2020-01-14,0,0,2020-01-13,0,0,"",""
2020-01-13,0,0,2020-01-12,0,0,"",""
2020-01-12,0,0,2020-01-11,0,0,"",""
2020-01-11,0,0,2020-01-10,0,0,"",""
2020-01-10,0,0,2020-01-09,0,0,"",""
2020-01-09,0,0,2020-01-08,0,0,"",""
2020-01-08,0,0,2020-01-07,0,0,"",""
2020-01-07,0,0,2020-01-06,0,0,"",""
2020-01-06,0,0,2020-01-05,0,0,"",""
2020-01-05,0,0,2020-01-04,0,0,"",""
2020-01-04,0,0,2020-01-03,0,0,"",""
2020-01-03,0,0,2020-01-02,0,0,"",""
2020-01-02,0,0,2020-01-01,0,0,"",""
2020-01-01,0,0,2019-12-31,0,0,"",""
2019-12-31,0,0,2019-12-30,"","","",""
2020-05-13,2,0,2020-05-12,1,0,1.0,""
2020-05-12,1,0,2020-05-11,1,0,0.0,""
2020-05-11,1,0,2020-05-10,2,1,-0.5,-1.0
2020-05-10,2,1,2020-05-09,0,0,"",""
2020-05-09,0,0,2020-05-08,1,1,-1.0,-1.0
2020-05-08,1,1,2020-05-07,0,0,"",""
2020-05-07,0,0,2020-05-06,1,1,-1.0,-1.0
2020-05-06,1,1,2020-05-05,2,0,-0.5,""
2020-05-05,2,0,2020-05-04,1,1,1.0,-1.0
2020-05-04,1,1,2020-05-03,1,1,0.0,0.0
2020-05-03,1,1,2020-05-02,1,1,0.0,0.0
2020-05-02,1,1,2020-05-01,2,0,-0.5,""
2020-05-01,2,0,2020-04-30,0,1,"",-1.0
2020-04-30,0,1,2020-04-29,0,1,"",0.0
2020-04-29,0,1,2020-04-28,3,0,-1.0,""
2020-04-28,3,0,2020-04-27,7,0,-0.5714285714285714,""
2020-04-27,7,0,2020-04-26,2,0,2.5,""
2020-04-26,2,0,2020-04-25,7,3,-0.7142857142857143,-1.0
2020-04-25,7,3,2020-04-24,1,0,6.0,""
2020-04-24,1,0,2020-04-23,6,0,-0.8333333333333334,""
2020-04-23,6,0,2020-04-22,0,1,"",-1.0
2020-04-22,0,1,2020-04-21,4,0,-1.0,""
2020-04-21,4,0,2020-04-20,9,1,-0.5555555555555556,-1.0
2020-04-20,9,1,2020-04-19,8,0,0.125,""
2020-04-19,8,0,2020-04-18,14,2,-0.42857142857142855,-1.0
2020-04-18,14,2,2020-04-17,9,0,0.5555555555555556,""
2020-04-17,9,0,2020-04-16,14,2,-0.35714285714285715,-1.0
2020-04-16,14,2,2020-04-15,13,2,0.07692307692307693,0.0
2020-04-15,13,2,2020-04-14,8,0,0.625,""
2020-04-14,8,0,2020-04-13,16,1,-0.5,-1.0
2020-04-13,16,1,2020-04-12,21,2,-0.23809523809523808,-0.5
2020-04-12,21,2,2020-04-11,18,1,0.16666666666666666,1.0
2020-04-11,18,1,2020-04-10,19,2,-0.05263157894736842,-0.5
2020-04-10,19,2,2020-04-09,19,1,0.0,1.0
2020-04-09,19,1,2020-04-08,19,1,0.0,0.0
2020-04-08,19,1,2020-04-07,25,3,-0.24,-0.6666666666666666
2020-04-07,25,3,2020-04-06,35,1,-0.2857142857142857,2.0
2020-04-06,35,1,2020-04-05,27,1,0.2962962962962963,0.0
2020-04-05,27,1,2020-04-04,11,1,1.4545454545454546,0.0
2020-04-04,11,1,2020-04-03,38,1,-0.7105263157894737,0.0
2020-04-03,38,1,2020-04-02,14,2,1.7142857142857142,-0.5
2020-04-02,14,2,2020-04-01,6,4,1.3333333333333333,-0.5
2020-04-01,6,4,2020-03-31,36,2,-0.8333333333333334,1.0
2020-03-31,36,2,2020-03-30,26,2,0.38461538461538464,0.0
2020-03-30,26,2,2020-03-29,41,1,-0.36585365853658536,1.0
2020-03-29,41,1,2020-03-28,43,0,-0.046511627906976744,""
2020-03-28,43,0,2020-03-27,36,3,0.19444444444444445,-1.0
2020-03-27,36,3,2020-03-26,24,0,0.5,""
2020-03-26,24,0,2020-03-25,31,0,-0.22580645161290322,""
2020-03-25,31,0,2020-03-24,20,0,0.55,""
2020-03-24,20,0,2020-03-23,25,0,-0.2,""
2020-03-23,25,0,2020-03-22,13,0,0.9230769230769231,""
2020-03-22,13,0,2020-03-21,0,0,"",""
2020-03-21,0,0,2020-03-20,22,0,-1.0,""
2020-03-20,22,0,2020-03-19,39,0,-0.4358974358974359,""
2020-03-19,39,0,2020-03-18,0,0,"",""
2020-03-18,0,0,2020-03-17,9,0,-1.0,""
2020-03-17,9,0,2020-03-16,3,0,2.0,""
2020-03-16,3,0,2020-03-15,"","","",""
2020-03-14,1,0,2020-03-13,"","","",""
2020-03-03,1,0,2020-03-02,"","","",""
2020-05-13,0,0,2020-05-12,0,0,"",""
2020-05-12,0,0,2020-05-11,2,0,-1.0,""
2020-05-11,2,0,2020-05-10,0,0,"",""
2020-05-10,0,0,2020-05-09,7,0,-1.0,""
2020-05-09,7,0,2020-05-08,0,0,"",""
2020-05-08,0,0,2020-05-07,0,0,"",""
2020-05-07,0,0,2020-05-06,1,0,-1.0,""
2020-05-06,1,0,2020-05-05,0,0,"",""
2020-05-05,0,0,2020-05-04,0,0,"",""
2020-05-04,0,0,2020-05-03,6,0,-1.0,""
2020-05-03,6,0,2020-05-02,2,0,2.0,""
2020-05-02,2,0,2020-05-01,0,0,"",""
2020-05-01,0,0,2020-04-30,0,0,"",""
2020-04-30,0,0,2020-04-29,0,0,"",""
2020-04-29,0,0,2020-04-28,1,0,-1.0,""
2020-04-28,1,0,2020-04-27,1,0,0.0,""
2020-04-27,1,0,2020-04-26,0,0,"",""
2020-04-26,0,0,2020-04-25,0,0,"",""
2020-04-25,0,0,2020-04-24,1,0,-1.0,""
2020-04-24,1,0,2020-04-23,0,0,"",""
2020-04-23,0,0,2020-04-22,0,0,"",""
2020-04-22,0,0,2020-04-21,0,0,"",""
2020-04-21,0,0,2020-04-20,0,0,"",""
2020-04-20,0,0,2020-04-19,5,0,-1.0,""
2020-04-19,5,0,2020-04-18,0,0,"",""
2020-04-18,0,0,2020-04-17,0,0,"",""
2020-04-17,0,0,2020-04-16,0,0,"",""
2020-04-16,0,0,2020-04-15,0,0,"",""
2020-04-15,0,0,2020-04-14,0,0,"",""
2020-04-14,0,0,2020-04-13,0,0,"",""
2020-04-13,0,0,2020-04-12,0,0,"",""
2020-04-12,0,0,2020-04-11,0,0,"",""
2020-04-11,0,0,2020-04-10,0,0,"",""
2020-04-10,0,0,2020-04-09,2,0,-1.0,""
2020-04-09,2,0,2020-04-08,1,0,1.0,""
2020-04-08,1,0,2020-04-07,2,0,-0.5,""
2020-04-07,2,0,2020-04-06,4,0,-0.5,""
2020-04-06,4,0,2020-04-05,2,0,1.0,""
2020-04-05,2,0,2020-04-04,0,0,"",""
2020-04-04,0,0,2020-04-03,0,0,"",""
2020-04-03,0,0,2020-04-02,1,0,-1.0,""
2020-04-02,1,0,2020-04-01,0,0,"",""
2020-04-01,0,0,2020-03-31,0,0,"",""
2020-03-31,0,0,2020-03-30,3,2,-1.0,-1.0
2020-03-30,3,2,2020-03-29,0,0,"",""
2020-03-29,0,0,2020-03-28,1,0,-1.0,""
2020-03-28,1,0,2020-03-27,1,0,0.0,""
2020-03-27,1,0,2020-03-26,0,0,"",""
2020-03-26,0,0,2020-03-25,0,0,"",""
2020-03-25,0,0,2020-03-24,0,0,"",""
2020-03-24,0,0,2020-03-23,0,0,"",""
2020-03-23,0,0,2020-03-22,2,0,-1.0,""
2020-03-22,2,0,2020-03-21,"","","",""
2020-05-13,0,0,2020-05-12,0,0,"",""
2020-05-12,0,0,2020-05-11,0,0,"",""
2020-05-11,0,0,2020-05-10,0,0,"",""
2020-05-10,0,0,2020-05-09,0,0,"",""
2020-05-09,0,0,2020-05-08,0,0,"",""
2020-05-08,0,0,2020-05-07,0,0,"",""
2020-05-07,0,0,2020-05-06,0,0,"",""
2020-05-06,0,0,2020-05-05,0,0,"",""
2020-05-05,0,0,2020-05-04,0,0,"",""
2020-05-04,0,0,2020-05-03,0,0,"",""
2020-05-03,0,0,2020-05-02,0,0,"",""
2020-05-02,0,0,2020-05-01,0,0,"",""
2020-05-01,0,0,2020-04-30,0,0,"",""
2020-04-30,0,0,2020-04-29,0,0,"",""
2020-04-29,0,0,2020-04-28,0,0,"",""
2020-04-28,0,0,2020-04-27,0,0,"",""
2020-04-27,0,0,2020-04-26,0,0,"",""
2020-04-26,0,0,2020-04-25,0,0,"",""
2020-04-25,0,0,2020-04-24,0,0,"",""
2020-04-24,0,0,2020-04-23,0,0,"",""
2020-04-23,0,0,2020-04-22,0,0,"",""
2020-04-22,0,0,2020-04-21,0,0,"",""
2020-04-21,0,0,2020-04-20,0,0,"",""
2020-04-20,0,0,2020-04-19,0,0,"",""
2020-04-19,0,0,2020-04-18,0,0,"",""
2020-04-18,0,0,2020-04-17,0,0,"",""
2020-04-17,0,0,2020-04-16,0,0,"",""
2020-04-16,0,0,2020-04-15,0,0,"",""
